WindowTag,wrmse,wmae,wr2,wbias,n_samples
OTHER,0.02327782847487576,0.01758151123698119,0.7291856330567201,0.002439818087893767,132
HOUR8,0.008318443913167358,0.00696608924596047,-28.21526449654506,-0.0036671751963058843,6
HOUR9,0.005465021041983602,0.004508204620290994,-299.70812630740573,0.001227357344536703,6
