WindowTag,wrmse,wmae,wr2,wbias,n_samples
OTHER,0.034863593610635,0.022088725695685714,0.4225318735566659,-0.00437111296707909,132
HOUR8,0.011217882478490943,0.010701830087803744,-0.2072493987627393,0.005514110424697201,6
HOUR9,0.004020285352521652,0.003941175322929366,-17.122937534201174,-0.0011429978923812032,6
