WindowTag,wrmse,wmae,wr2,wbias,n_samples
OTHER,0.021103184998335387,0.016524756355880906,0.7753858715860371,2.856404846536468e-10,131
HOUR8,0.0009389299517580526,0.0008028961288963312,0.6277865833640124,-8.238645226102403e-11,6
HOUR9,0.00012736761434257397,0.0001135905684855748,0.8366649024042433,-8.543516299512148e-11,6
