WindowTag,wrmse,wmae,wr2,wbias,n_samples
OTHER,0.0314044806011307,0.021042696213345834,0.5263872219130968,-4.964583237724451e-10,131
HOUR8,0.00346266809003872,0.0028441920018242098,0.8849737515892758,-2.2966090834630748e-10,6
HOUR9,0.0006827551628522241,0.000624394076306554,0.4773092433219247,-1.6439102509813175e-10,6
