WindowTag,wrmse,wmae,wr2,wbias,n_samples
OTHER,0.032458019545455734,0.020029425015521865,0.4940772417128545,-0.0021011059238921145,131
HOUR8,0.009273054020693195,0.008568964397592329,0.17506295712111075,0.004121154688903595,6
HOUR9,0.004264613223822394,0.00385968449254619,-19.392671943878323,-0.0020359666836454603,6
