WindowTag,wrmse,wmae,wr2,wbias,n_samples
OTHER,0.016055218889275646,0.009287549523778253,0.12132380665357367,0.00032494219684455156,131
HOUR8,0.001551673077204842,0.001245163275109334,-1.954584281942671,-0.00020105818863531955,6
HOUR9,0.0018987361441732246,0.001845086831172049,-17.834713137369317,-0.00012142234163995259,6
